"","sample","shape","perim"
"908",9706,3,697.965512114595
"909",9706,4,538.166522241371
"910",9706,5,363.882250993909
"911",9706,6,381.882250993909
"912",9706,7,211.698484809835
"913",9707,1,5935.40533778389
"914",9707,2,576.509667991879
"915",9707,3,303.740115370178
"916",9723,1,2197.45288552988
"917",9723,2,3472.17070632344
"918",9723,3,439.539105243401
"919",9723,4,465.296464556282
"920",9732,1,3485.76868606989
"921",9737,1,1897.02647865869
"922",9737,2,521.923881554252
"923",9737,3,202.769552621701
"924",9738,1,3322.02857069972
"925",9738,2,1296.03152929258
"926",9738,3,988.735064736295
"927",9738,4,1122.19090885901
"928",9738,5,711.137084989848
"929",9738,6,509.195959492894
"930",9738,7,396.811183182043
"931",9738,8,351.154328932551
"932",9738,9,245.941125496954
"933",9740,1,4336.56262530922
"934",9740,2,300.083261120685
"935",9740,3,328.911688245432
"936",9741,1,4671.515944115
"937",9741,2,5233.43982566927
"938",9741,3,635.480230740356
"939",9741,4,619.237590053237
"940",9741,5,356.568542494924
"941",9741,6,339.154328932551
"942",9741,7,312.669047558312
"943",9746,1,7045.06933470835
"944",9747,1,5009.69971029908
"945",9747,2,527.923881554252
"946",9747,3,667.379725676967
"947",9747,4,387.296464556282
"948",9747,5,378.811183182043
"949",9747,6,285.01219330882
"950",9754,1,1339.34523779156
"951",9754,2,384.225396744416
"952",9754,3,518.994949366117
"953",9754,4,364.325901807805
"954",9756,1,5547.48145622962
"955",9756,2,1424.07315985292
"956",9756,3,490.610173055267
"957",9756,4,557.338095116625
"958",9756,5,309.740115370178
"959",9757,1,3720.05295731734
"960",9757,2,2566.20519420887
"961",9776,1,5641.86623254048
"962",9776,2,2234.9087296526
"963",9776,3,1524.90158697767
"964",9776,4,273.01219330882
"965",9778,1,10396.2522343407
"966",9778,2,455.781745930521
"967",9778,3,210.526911934581
"968",9778,4,234.526911934581
"969",9808,1,5844.51803615609
"970",9808,2,2807.66103833158
"971",9808,3,1011.8477631085
"972",9808,4,1039.94826817189
"973",9808,5,795.865007051206
"974",9808,6,731.03657992646
"975",9808,7,663.722871427475
"976",9808,8,389.053823869163
"977",9808,9,555.438600180013
"978",9808,10,386.710678118655
"979",9808,11,360.811183182043
"980",9808,12,566.40916292849
"981",9808,13,283.840620433566
"982",9808,14,297.740115370178
"983",9808,15,354.225396744416
"984",9808,16,262.769552621701
"985",9808,17,331.254833995939
"986",9808,18,321.740115370178
"987",9813,1,7088.80945007853
"988",9813,2,930.634559672907
"989",9813,3,530.852813742386
"990",9813,4,337.982756057297
"991",9946,1,3691.09963851158
"992",9946,2,3952.29559800446
"993",9946,3,317.497474683059
"994",9947,1,5981.50584284728
"995",9947,2,1905.3696244092
"996",9947,3,808.592929112564
"997",9947,4,294.083261120685
"998",9965,1,2223.3523804665
"999",9965,2,654.65180361561
"1000",9965,3,350.426406871193
"1001",9965,4,287.497474683058
"1002",9965,5,270.669047558312
"1003",9965,6,328.911688245432
"1004",9965,7,198.526911934581
"1005",9966,1,3239.20014357497
"1006",9966,2,1033.36248173426
"1007",9966,3,595.237590053237
"1008",9966,4,557.923881554252
"1009",9966,5,408.367532368148
"1010",9966,6,380.568542494924
"1011",9966,7,456.953318805774
"1012",9966,8,259.840620433566
"1013",9966,9,408.225396744416
"1014",9966,10,294.669047558312
"1015",9966,11,214.183766184074
"1016",9967,1,4276.70476093295
"1017",9967,2,354.225396744417
"1018",9967,3,343.982756057297
"1019",9967,4,262.911688245432
"1020",9988,1,3073.25901807802
"1021",9988,2,1610.94321753801
"1022",9988,3,426.367532368148
"1023",9988,4,208.183766184074
"1024",9990,1,5942.71904628287
"1025",9990,2,3378.21233688379
"1026",9990,3,602.40916292849
"1027",9990,4,481.539105243401
"1028",9990,5,480.953318805775
"1029",9990,6,351.154328932551
"1030",9990,7,274.325901807805
"1031",9990,8,239.355339059327
"1032",9990,9,247.254833995939
"1033",9990,10,276.083261120685
"1034",9990,11,233.355339059327
"1035",9990,12,316.325901807805
"1036",9990,13,256.183766184074
"1037",9990,14,224.426406871193
"1038",9991,1,3023.50165876514
"1039",9991,2,2448.84985514955
"1040",9991,3,2656.22243815157
"1041",9993,1,4677.07229330111
"1042",9993,2,301.982756057297
