"","L_ppi","Method","bs","state","state_ind"
"2291",179,"MAP","0.0001","washington",45
"2292",214,"MAP","0.0001","washington",45
"2293",220,"MAP","0.0001","washington",45
"2294",255,"MAP","0.0001","washington",45
"2295",289,"MAP","0.0001","washington",45
"2296",315,"MAP","0.0001","washington",45
"2297",337,"MAP","0.0001","washington",45
"2298",384,"MAP","0.0001","washington",45
"2299",386,"MAP","0.0001","washington",45
"2300",393,"MAP","0.0001","washington",45
"2301",1,"MAP","0.00001","washington",45
"2302",5,"MAP","0.00001","washington",45
"2303",25,"MAP","0.00001","washington",45
"2304",30,"MAP","0.00001","washington",45
"2305",36,"MAP","0.00001","washington",45
"2306",40,"MAP","0.00001","washington",45
"2307",49,"MAP","0.00001","washington",45
"2308",72,"MAP","0.00001","washington",45
"2309",79,"MAP","0.00001","washington",45
"2310",81,"MAP","0.00001","washington",45
"2311",89,"MAP","0.00001","washington",45
"2312",97,"MAP","0.00001","washington",45
"2313",102,"MAP","0.00001","washington",45
"2314",109,"MAP","0.00001","washington",45
"2315",116,"MAP","0.00001","washington",45
"2316",123,"MAP","0.00001","washington",45
"2317",132,"MAP","0.00001","washington",45
"2318",136,"MAP","0.00001","washington",45
"2319",176,"MAP","0.00001","washington",45
"2320",181,"MAP","0.00001","washington",45
"2321",198,"MAP","0.00001","washington",45
"2322",202,"MAP","0.00001","washington",45
"2323",207,"MAP","0.00001","washington",45
"2324",212,"MAP","0.00001","washington",45
"2325",224,"MAP","0.00001","washington",45
"2326",244,"MAP","0.00001","washington",45
"2327",249,"MAP","0.00001","washington",45
"2328",257,"MAP","0.00001","washington",45
"2329",261,"MAP","0.00001","washington",45
"2330",270,"MAP","0.00001","washington",45
"2331",275,"MAP","0.00001","washington",45
"2332",288,"MAP","0.00001","washington",45
"2333",305,"MAP","0.00001","washington",45
"2334",318,"MAP","0.00001","washington",45
"2335",328,"MAP","0.00001","washington",45
"2336",335,"MAP","0.00001","washington",45
"2337",342,"MAP","0.00001","washington",45
"2338",351,"MAP","0.00001","washington",45
"2339",357,"MAP","0.00001","washington",45
"2340",364,"MAP","0.00001","washington",45
"2341",382,"MAP","0.00001","washington",45
"2342",386,"MAP","0.00001","washington",45
"2343",62,"MAP","0.01","west virginia",46
"2344",173,"MAP","0.01","west virginia",46
"2345",225,"MAP","0.01","west virginia",46
"2346",313,"MAP","0.01","west virginia",46
"2347",315,"MAP","0.01","west virginia",46
"2348",3,"MAP","0.001","west virginia",46
"2349",48,"MAP","0.001","west virginia",46
"2350",73,"MAP","0.001","west virginia",46
"2351",81,"MAP","0.001","west virginia",46
"2352",158,"MAP","0.001","west virginia",46
"2353",184,"MAP","0.001","west virginia",46
"2354",222,"MAP","0.001","west virginia",46
"2355",233,"MAP","0.001","west virginia",46
"2356",294,"MAP","0.001","west virginia",46
"2357",307,"MAP","0.001","west virginia",46
"2358",1,"MAP","0.0001","west virginia",46
"2359",2,"MAP","0.0001","west virginia",46
"2360",18,"MAP","0.0001","west virginia",46
"2361",56,"MAP","0.0001","west virginia",46
"2362",73,"MAP","0.0001","west virginia",46
"2363",76,"MAP","0.0001","west virginia",46
"2364",77,"MAP","0.0001","west virginia",46
"2365",88,"MAP","0.0001","west virginia",46
"2366",107,"MAP","0.0001","west virginia",46
"2367",118,"MAP","0.0001","west virginia",46
"2368",123,"MAP","0.0001","west virginia",46
"2369",155,"MAP","0.0001","west virginia",46
"2370",185,"MAP","0.0001","west virginia",46
"2371",221,"MAP","0.0001","west virginia",46
"2372",231,"MAP","0.0001","west virginia",46
"2373",250,"MAP","0.0001","west virginia",46
"2374",257,"MAP","0.0001","west virginia",46
"2375",270,"MAP","0.0001","west virginia",46
"2376",284,"MAP","0.0001","west virginia",46
"2377",306,"MAP","0.0001","west virginia",46
"2378",315,"MAP","0.0001","west virginia",46
"2379",1,"MAP","0.00001","west virginia",46
"2380",2,"MAP","0.00001","west virginia",46
"2381",23,"MAP","0.00001","west virginia",46
"2382",28,"MAP","0.00001","west virginia",46
"2383",38,"MAP","0.00001","west virginia",46
"2384",48,"MAP","0.00001","west virginia",46
"2385",56,"MAP","0.00001","west virginia",46
"2386",71,"MAP","0.00001","west virginia",46
"2387",76,"MAP","0.00001","west virginia",46
"2388",77,"MAP","0.00001","west virginia",46
"2389",87,"MAP","0.00001","west virginia",46
"2390",99,"MAP","0.00001","west virginia",46
"2391",103,"MAP","0.00001","west virginia",46
"2392",117,"MAP","0.00001","west virginia",46
"2393",123,"MAP","0.00001","west virginia",46
"2394",127,"MAP","0.00001","west virginia",46
"2395",146,"MAP","0.00001","west virginia",46
"2396",153,"MAP","0.00001","west virginia",46
"2397",173,"MAP","0.00001","west virginia",46
"2398",176,"MAP","0.00001","west virginia",46
"2399",184,"MAP","0.00001","west virginia",46
"2400",190,"MAP","0.00001","west virginia",46
"2401",198,"MAP","0.00001","west virginia",46
"2402",213,"MAP","0.00001","west virginia",46
"2403",225,"MAP","0.00001","west virginia",46
"2404",236,"MAP","0.00001","west virginia",46
"2405",241,"MAP","0.00001","west virginia",46
"2406",245,"MAP","0.00001","west virginia",46
"2407",250,"MAP","0.00001","west virginia",46
"2408",257,"MAP","0.00001","west virginia",46
"2409",270,"MAP","0.00001","west virginia",46
"2410",284,"MAP","0.00001","west virginia",46
"2411",302,"MAP","0.00001","west virginia",46
"2412",310,"MAP","0.00001","west virginia",46
"2413",312,"MAP","0.00001","west virginia",46
"2414",315,"MAP","0.00001","west virginia",46
"2415",1,"MAP","0.01","wisconsin",47
"2416",3,"MAP","0.01","wisconsin",47
"2417",81,"MAP","0.01","wisconsin",47
"2418",114,"MAP","0.01","wisconsin",47
"2419",185,"MAP","0.01","wisconsin",47
"2420",232,"MAP","0.01","wisconsin",47
"2421",241,"MAP","0.01","wisconsin",47
"2422",10,"MAP","0.001","wisconsin",47
"2423",38,"MAP","0.001","wisconsin",47
"2424",64,"MAP","0.001","wisconsin",47
"2425",98,"MAP","0.001","wisconsin",47
"2426",128,"MAP","0.001","wisconsin",47
"2427",184,"MAP","0.001","wisconsin",47
"2428",229,"MAP","0.001","wisconsin",47
"2429",259,"MAP","0.001","wisconsin",47
"2430",310,"MAP","0.001","wisconsin",47
"2431",328,"MAP","0.001","wisconsin",47
"2432",1,"MAP","0.0001","wisconsin",47
"2433",5,"MAP","0.0001","wisconsin",47
"2434",13,"MAP","0.0001","wisconsin",47
"2435",37,"MAP","0.0001","wisconsin",47
"2436",63,"MAP","0.0001","wisconsin",47
"2437",78,"MAP","0.0001","wisconsin",47
"2438",81,"MAP","0.0001","wisconsin",47
"2439",97,"MAP","0.0001","wisconsin",47
"2440",98,"MAP","0.0001","wisconsin",47
"2441",123,"MAP","0.0001","wisconsin",47
"2442",130,"MAP","0.0001","wisconsin",47
"2443",182,"MAP","0.0001","wisconsin",47
"2444",205,"MAP","0.0001","wisconsin",47
"2445",226,"MAP","0.0001","wisconsin",47
"2446",265,"MAP","0.0001","wisconsin",47
"2447",284,"MAP","0.0001","wisconsin",47
"2448",311,"MAP","0.0001","wisconsin",47
"2449",1,"MAP","0.00001","wisconsin",47
"2450",4,"MAP","0.00001","wisconsin",47
"2451",13,"MAP","0.00001","wisconsin",47
"2452",16,"MAP","0.00001","wisconsin",47
"2453",20,"MAP","0.00001","wisconsin",47
"2454",25,"MAP","0.00001","wisconsin",47
"2455",35,"MAP","0.00001","wisconsin",47
"2456",45,"MAP","0.00001","wisconsin",47
"2457",47,"MAP","0.00001","wisconsin",47
"2458",63,"MAP","0.00001","wisconsin",47
"2459",73,"MAP","0.00001","wisconsin",47
"2460",77,"MAP","0.00001","wisconsin",47
"2461",81,"MAP","0.00001","wisconsin",47
"2462",89,"MAP","0.00001","wisconsin",47
"2463",96,"MAP","0.00001","wisconsin",47
"2464",98,"MAP","0.00001","wisconsin",47
"2465",105,"MAP","0.00001","wisconsin",47
"2466",109,"MAP","0.00001","wisconsin",47
"2467",121,"MAP","0.00001","wisconsin",47
"2468",124,"MAP","0.00001","wisconsin",47
"2469",133,"MAP","0.00001","wisconsin",47
"2470",136,"MAP","0.00001","wisconsin",47
"2471",147,"MAP","0.00001","wisconsin",47
"2472",150,"MAP","0.00001","wisconsin",47
"2473",170,"MAP","0.00001","wisconsin",47
"2474",176,"MAP","0.00001","wisconsin",47
"2475",185,"MAP","0.00001","wisconsin",47
"2476",195,"MAP","0.00001","wisconsin",47
"2477",199,"MAP","0.00001","wisconsin",47
"2478",202,"MAP","0.00001","wisconsin",47
"2479",208,"MAP","0.00001","wisconsin",47
"2480",212,"MAP","0.00001","wisconsin",47
"2481",225,"MAP","0.00001","wisconsin",47
"2482",228,"MAP","0.00001","wisconsin",47
"2483",235,"MAP","0.00001","wisconsin",47
"2484",245,"MAP","0.00001","wisconsin",47
"2485",247,"MAP","0.00001","wisconsin",47
"2486",261,"MAP","0.00001","wisconsin",47
"2487",265,"MAP","0.00001","wisconsin",47
"2488",283,"MAP","0.00001","wisconsin",47
"2489",311,"MAP","0.00001","wisconsin",47
"2490",325,"MAP","0.00001","wisconsin",47
"2491",2,"MAP","0.01","wyoming",48
"2492",3,"MAP","0.01","wyoming",48
"2493",6,"MAP","0.01","wyoming",48
"2494",11,"MAP","0.01","wyoming",48
"2495",2,"MAP","0.001","wyoming",48
"2496",3,"MAP","0.001","wyoming",48
"2497",6,"MAP","0.001","wyoming",48
"2498",11,"MAP","0.001","wyoming",48
"2499",2,"MAP","0.0001","wyoming",48
"2500",3,"MAP","0.0001","wyoming",48
"2501",6,"MAP","0.0001","wyoming",48
"2502",11,"MAP","0.0001","wyoming",48
"2503",2,"MAP","0.00001","wyoming",48
"2504",3,"MAP","0.00001","wyoming",48
"2505",6,"MAP","0.00001","wyoming",48
"2506",11,"MAP","0.00001","wyoming",48
