"","Re1..Intercept.","Re1.sd","sample","shape","BetaSigma","status","segs"
"15382",2.257,0.786,11368,1,500,1,15
"15383",-0.966,3.211,11368,1,500,-1,14
"15384",7.025,2.453,11368,1,500,1,14
"15385",-1.833,0.942,11368,1,500,-1,13
"15386",0.872,2.284,11368,1,500,1,13
"15387",-2.926,1.014,11368,1,500,-1,12
"15388",0.155,1.698,11368,1,500,1,12
"15389",-6.702,1.568,11368,1,500,-1,11
"15390",-0.63,2.512,11368,1,500,1,11
"15391",-7.24,1.758,11368,1,500,-1,10
"15392",-0.549,3.426,11368,1,500,1,10
"15393",-6.5,2.234,11368,1,500,-1,9
"15394",0.671,1.662,11368,1,500,1,9
"15395",-2.157,2.476,11368,1,500,-1,8
"15396",4.691,0.917,11368,1,500,1,8
"15397",-2.614,0.864,11368,1,500,-1,7
"15398",0.238,0.835,11368,1,500,1,7
"15399",-3.816,1.027,11368,1,500,-1,6
"15400",1.634,1.889,11368,1,500,1,6
"15401",-3.051,1.665,11368,1,500,-1,5
"15402",2.669,1.351,11368,1,500,1,5
"15403",-1.118,0.509,11368,1,500,-1,4
"15404",0.509,0.612,11368,1,500,1,4
"15405",-6.261,1.685,11368,1,500,-1,3
"15406",-0.477,1.769,11368,1,500,1,3
"15407",-3.967,1.262,11368,1,500,-1,2
"15408",-0.43,1.785,11368,1,500,1,2
"15409",0.021,1.194,11368,1,500,-1,1
"15410",4.865,1.533,11368,1,500,1,1
"15411",-2.47,2.028,11372,1,500,-1,31
"15412",4.288,1.772,11372,1,500,1,31
"15413",-1.485,1.589,11372,1,500,-1,30
"15414",6.526,2.227,11372,1,500,1,30
"15415",0.828,1.631,11372,1,500,-1,29
"15416",4.741,0.981,11372,1,500,1,29
"15417",-2.169,1.872,11372,1,500,-1,28
"15418",5.921,2.511,11372,1,500,1,28
"15419",-1.294,0.716,11372,1,500,-1,27
"15420",0.901,0.881,11372,1,500,1,27
"15421",-5.462,1.61,11372,1,500,-1,26
"15422",0.249,1.873,11372,1,500,1,26
"15423",-1.033,0.752,11372,1,500,-1,25
"15424",3.033,1.219,11372,1,500,1,25
"15425",-3,0,11372,1,500,-1,24
"15426",-1.086,2.644,11372,1,500,1,24
"15427",-1.79,0.83,11372,1,500,-1,23
"15428",0.918,1.324,11372,1,500,1,23
"15429",-3.912,1.415,11372,1,500,-1,22
"15430",2.156,2.169,11372,1,500,1,22
"15431",-2.223,1.736,11372,1,500,-1,21
"15432",1.926,1.751,11372,1,500,1,21
"15433",-0.815,0.651,11372,1,500,-1,20
"15434",0.638,0.623,11372,1,500,1,20
"15435",-1.174,2.492,11372,1,500,-1,19
"15436",6.244,1.296,11372,1,500,1,19
"15437",-3.209,2.47,11372,1,500,-1,18
"15438",5.425,2.235,11372,1,500,1,18
"15439",2.149,5.81,11372,1,500,-1,17
"15440",14.633,2.423,11372,1,500,1,17
"15441",-7.866,2.803,11372,1,500,-1,16
"15442",0.543,3.875,11372,1,500,1,16
"15443",-2.528,2.606,11372,1,500,-1,15
"15444",3.203,1.956,11372,1,500,1,15
"15445",-0.536,1.781,11372,1,500,-1,14
"15446",5.583,1.373,11372,1,500,1,14
"15447",-1.791,1.869,11372,1,500,-1,13
"15448",5.335,4.062,11372,1,500,1,13
"15449",-1.295,3.563,11372,1,500,-1,12
"15450",6.042,1.412,11372,1,500,1,12
"15451",-3.4,2.411,11372,1,500,-1,11
"15452",3.178,2.901,11372,1,500,1,11
"15453",-0.658,2.563,11372,1,500,-1,10
"15454",4.393,1.578,11372,1,500,1,10
"15455",-7.627,3.482,11372,1,500,-1,9
"15456",1.315,2.74,11372,1,500,1,9
"15457",-2.346,2.055,11372,1,500,-1,8
"15458",3.413,1.35,11372,1,500,1,8
"15459",-2.54,2.055,11372,1,500,-1,7
"15460",3.936,1.437,11372,1,500,1,7
"15461",-0.568,4.124,11372,1,500,-1,6
"15462",0.62,0.827,11372,1,500,1,6
"15463",-0.735,0.285,11372,1,500,-1,5
"15464",0.451,0.432,11372,1,500,1,5
"15465",-0.58,1.907,11372,1,500,-1,4
"15466",7.652,2.106,11372,1,500,1,4
"15467",-3.342,2.566,11372,1,500,-1,3
"15468",3.457,2.478,11372,1,500,1,3
"15469",0.072,0.64,11372,1,500,-1,1
"15470",2.331,0.976,11372,1,500,1,1
"15471",-5.492,1.654,11373,1,500,-1,48
"15472",0.459,2.789,11373,1,500,1,48
"15473",-2.797,1.486,11373,1,500,-1,47
"15474",1.172,1.242,11373,1,500,1,47
"15475",-0.817,3.083,11373,1,500,-1,46
"15476",6.189,1.593,11373,1,500,1,46
"15477",0.229,1.85,11373,1,500,-1,45
"15478",5.697,1.723,11373,1,500,1,45
"15479",-3.032,1.929,11373,1,500,-1,43
"15480",3.011,2.765,11373,1,500,1,43
"15481",-5.382,1.984,11373,1,500,-1,42
"15482",0.367,2.428,11373,1,500,1,42
"15483",-6.304,3.455,11373,1,500,-1,41
"15484",1.679,2.97,11373,1,500,1,41
"15485",-3.612,1.401,11373,1,500,-1,40
"15486",-0.319,0.472,11373,1,500,1,40
"15487",-3.186,1.732,11373,1,500,-1,39
"15488",1.739,1.324,11373,1,500,1,39
"15489",-2.071,1.291,11373,1,500,-1,38
"15490",1.077,1.589,11373,1,500,1,38
"15491",-4.631,1.199,11373,1,500,-1,35
"15492",-0.581,1.241,11373,1,500,1,35
"15493",-3.032,0.502,11373,1,500,-1,34
"15494",-0.006,1.185,11373,1,500,1,34
"15495",-3.756,3.08,11373,1,500,-1,33
"15496",3.375,2.288,11373,1,500,1,33
"15497",-0.708,1.447,11373,1,500,-1,32
"15498",3.727,1.134,11373,1,500,1,32
"15499",-4.674,1.197,11373,1,500,-1,30
"15500",1.59,2.344,11373,1,500,1,30
"15501",1.454,1.951,11373,1,500,-1,28
"15502",6.389,0.844,11373,1,500,1,28
"15503",-0.704,0.992,11373,1,500,-1,27
"15504",3.175,1.119,11373,1,500,1,27
"15505",-3.356,1.132,11373,1,500,-1,26
"15506",-0.035,0.417,11373,1,500,1,26
"15507",-6.07,1.705,11373,1,500,-1,25
"15508",-0.199,2.379,11373,1,500,1,25
"15509",-0.897,2.395,11373,1,500,-1,24
"15510",6.443,1.473,11373,1,500,1,24
"15511",-5.079,1.767,11373,1,500,-1,23
"15512",1.306,3.382,11373,1,500,1,23
"15513",-0.732,0.541,11373,1,500,-1,22
"15514",-0.601,3.121,11373,1,500,1,22
"15515",-0.727,2.257,11373,1,500,-1,21
"15516",5.957,0.685,11373,1,500,1,21
"15517",0.995,2.562,11373,1,500,-1,20
"15518",8.862,2.057,11373,1,500,1,20
"15519",1.21,1.808,11373,1,500,-1,18
"15520",7.951,2.246,11373,1,500,1,18
"15521",-7.656,1.771,11373,1,500,-1,17
"15522",0.652,3.419,11373,1,500,1,17
"15523",-4.126,3.548,11373,1,500,-1,16
"15524",4.31,3.095,11373,1,500,1,16
"15525",-1.317,0.997,11373,1,500,-1,15
"15526",0.999,0.849,11373,1,500,1,15
"15527",-5.68,2.894,11373,1,500,-1,14
"15528",4.177,3.405,11373,1,500,1,14
"15529",-3.38,2.21,11373,1,500,-1,13
"15530",4.487,2.103,11373,1,500,1,13
"15531",0.471,0.667,11373,1,500,-1,12
"15532",0.707,0,11373,1,500,1,12
"15533",-6.875,1.561,11373,1,500,-1,11
"15534",0.645,3.376,11373,1,500,1,11
"15535",-0.716,0.807,11373,1,500,-1,10
"15536",0.368,3.613,11373,1,500,1,10
"15537",-0.913,2.837,11373,1,500,-1,8
"15538",9.175,2.537,11373,1,500,1,8
"15539",-2.373,5.394,11373,1,500,-1,7
"15540",0.814,1.434,11373,1,500,1,7
"15541",-4.125,0.659,11373,1,500,-1,6
"15542",-1.665,0.835,11373,1,500,1,6
"15543",-2.826,2.148,11373,1,500,-1,5
"15544",5.069,3.012,11373,1,500,1,5
"15545",1.854,1.152,11373,1,500,-1,4
"15546",5.195,0.842,11373,1,500,1,4
"15547",-1.733,1.66,11373,1,500,-1,3
"15548",3.867,0.54,11373,1,500,1,3
"15549",-1.571,1.941,11373,1,500,-1,2
"15550",3.151,1.304,11373,1,500,1,2
"15551",-0.939,1.013,11373,1,500,-1,1
"15552",2.041,1.068,11373,1,500,1,1
"15553",-1.277,2.91,11374,1,500,-1,48
"15554",4.775,1.516,11374,1,500,1,48
"15555",-2.491,3.293,11374,1,500,-1,47
"15556",6.204,1.435,11374,1,500,1,47
"15557",-3.244,1.29,11374,1,500,-1,46
"15558",3.282,2.982,11374,1,500,1,46
"15559",-1.052,5.199,11374,1,500,-1,45
"15560",-1.021,0.937,11374,1,500,1,45
"15561",-0.736,1.762,11374,1,500,-1,44
"15562",5.74,1.463,11374,1,500,1,44
"15563",-1.36,2.3,11374,1,500,-1,43
"15564",4.532,2.341,11374,1,500,1,43
"15565",0.097,0.1,11374,1,500,-1,42
"15566",1.557,0.676,11374,1,500,1,42
"15567",-2.726,1.093,11374,1,500,-1,40
"15568",1.024,1.106,11374,1,500,1,40
"15569",0.686,3.111,11374,1,500,-1,39
"15570",7.237,1.321,11374,1,500,1,39
"15571",0.201,1.138,11374,1,500,-1,38
"15572",3.026,0.771,11374,1,500,1,38
"15573",-0.651,0.168,11374,1,500,-1,37
"15574",-0.164,0.128,11374,1,500,1,37
"15575",-2.212,3.211,11374,1,500,-1,36
"15576",7.397,1.729,11374,1,500,1,36
"15577",-0.083,4.339,11374,1,500,-1,35
"15578",3.355,1.303,11374,1,500,1,35
"15579",-0.719,0.809,11374,1,500,-1,34
"15580",2.369,1.201,11374,1,500,1,34
"15581",-2.86,1.831,11374,1,500,-1,33
"15582",3.883,1.856,11374,1,500,1,33
"15583",-6.815,3.145,11374,1,500,-1,32
"15584",2.512,2.469,11374,1,500,1,32
"15585",-0.045,0.961,11374,1,500,-1,31
"15586",2.451,6.35,11374,1,500,1,31
"15587",-0.79,2.68,11374,1,500,-1,30
"15588",5.101,1.56,11374,1,500,1,30
"15589",-1.305,0.951,11374,1,500,-1,29
"15590",1.758,1.301,11374,1,500,1,29
"15591",-3.9,0.69,11374,1,500,-1,28
"15592",-0.103,1.352,11374,1,500,1,28
"15593",-3.959,1.497,11374,1,500,-1,27
"15594",2.274,2.211,11374,1,500,1,27
"15595",-2.97,2.603,11374,1,500,-1,26
"15596",3.292,2.252,11374,1,500,1,26
"15597",-6.459,2.137,11374,1,500,-1,25
"15598",1.907,3.441,11374,1,500,1,25
"15599",1.077,0.758,11374,1,500,-1,24
"15600",3.672,0.653,11374,1,500,1,24
"15601",1.618,0.971,11374,1,500,-1,23
"15602",5.628,1.184,11374,1,500,1,23
"15603",-5.475,2.247,11374,1,500,-1,22
"15604",0.605,2.838,11374,1,500,1,22
"15605",-5.27,1.038,11374,1,500,-1,21
"15606",3.803,2.445,11374,1,500,1,21
"15607",-3.417,2.162,11374,1,500,-1,20
"15608",1.835,2.307,11374,1,500,1,20
"15609",-4.76,2.149,11374,1,500,-1,19
"15610",1.341,2.435,11374,1,500,1,19
"15611",-1.342,2.413,11374,1,500,-1,18
"15612",4.028,1.378,11374,1,500,1,18
"15613",-4.031,1.829,11374,1,500,-1,17
"15614",1.902,2.265,11374,1,500,1,17
"15615",-1.37,2.297,11374,1,500,-1,16
"15616",4.621,1.915,11374,1,500,1,16
"15617",-3.748,1.145,11374,1,500,-1,15
"15618",-1.153,0.748,11374,1,500,1,15
"15619",-6.54,3.441,11374,1,500,-1,14
"15620",4.426,1.558,11374,1,500,1,14
"15621",-3.528,2.201,11374,1,500,-1,13
"15622",3.314,1.556,11374,1,500,1,13
"15623",-4.085,1.769,11374,1,500,-1,12
"15624",0.605,1.518,11374,1,500,1,12
"15625",-4.47,1.885,11374,1,500,-1,11
"15626",0.405,1.58,11374,1,500,1,11
"15627",-4.025,1.764,11374,1,500,-1,10
"15628",2.554,2.275,11374,1,500,1,10
"15629",-1.608,2.695,11374,1,500,-1,9
"15630",5.448,1.568,11374,1,500,1,9
"15631",-3.372,1.619,11374,1,500,-1,8
"15632",2.685,1.673,11374,1,500,1,8
"15633",-6.418,4.034,11374,1,500,-1,7
"15634",0.019,2.063,11374,1,500,1,7
"15635",-3.686,1.411,11374,1,500,-1,6
"15636",1.466,2.021,11374,1,500,1,6
"15637",-1.389,2.233,11374,1,500,-1,5
"15638",6.583,2.002,11374,1,500,1,5
"15639",-9.632,2.33,11374,1,500,-1,4
"15640",-1.452,2.636,11374,1,500,1,4
"15641",-3.225,0.868,11374,1,500,-1,3
"15642",2.098,2.245,11374,1,500,1,3
"15643",-2.314,2.858,11374,1,500,-1,2
"15644",8.252,3.683,11374,1,500,1,2
"15645",-2.056,1.021,11375,1,500,-1,69
"15646",1.315,1.301,11375,1,500,1,69
"15647",-4.386,1.881,11375,1,500,-1,68
"15648",1.042,1.712,11375,1,500,1,68
"15649",-5.855,1.016,11375,1,500,-1,67
"15650",-0.878,1.786,11375,1,500,1,67
"15651",-2.65,4.167,11375,1,500,-1,66
"15652",10.592,1.876,11375,1,500,1,66
"15653",-1.131,2.415,11375,1,500,-1,65
"15654",5.232,1.705,11375,1,500,1,65
"15655",-5.012,1.183,11375,1,500,-1,64
"15656",-0.612,1.756,11375,1,500,1,64
"15657",-1.31,1.779,11375,1,500,-1,63
"15658",3.586,1.96,11375,1,500,1,63
"15659",-4.382,1.364,11375,1,500,-1,62
"15660",2.962,2.224,11375,1,500,1,62
"15661",-1.23,2.044,11375,1,500,-1,61
"15662",6.454,2.435,11375,1,500,1,61
"15663",-2.458,1.422,11375,1,500,-1,60
"15664",1.279,0.883,11375,1,500,1,60
"15665",-4.335,1.129,11375,1,500,-1,59
"15666",0.972,3.19,11375,1,500,1,59
"15667",-4.314,2.14,11375,1,500,-1,58
"15668",1.775,3.628,11375,1,500,1,58
"15669",-3.199,3.471,11375,1,500,-1,57
"15670",6.819,3.257,11375,1,500,1,57
"15671",-5.563,0.827,11375,1,500,-1,56
"15672",0.417,1.877,11375,1,500,1,56
"15673",-0.104,0.259,11375,1,500,-1,55
"15674",1.099,0.452,11375,1,500,1,55
"15675",-3.905,1.398,11375,1,500,-1,54
"15676",1.323,1.176,11375,1,500,1,54
"15677",-2.065,2.8,11375,1,500,-1,53
"15678",7.793,4.386,11375,1,500,1,53
"15679",0.572,3.331,11375,1,500,-1,52
"15680",7.679,2.522,11375,1,500,1,52
"15681",-2.025,4.162,11375,1,500,-1,51
"15682",10.161,1.418,11375,1,500,1,51
"15683",0.593,2.854,11375,1,500,-1,50
"15684",0.75,0.544,11375,1,500,1,50
"15685",-1.663,2.363,11375,1,500,-1,49
"15686",7.164,5.706,11375,1,500,1,49
"15687",-0.832,1.114,11375,1,500,-1,48
"15688",4.052,1.376,11375,1,500,1,48
"15689",-1.927,1.6,11375,1,500,-1,47
"15690",1.88,2.722,11375,1,500,1,47
"15691",-2.272,3.368,11375,1,500,-1,46
"15692",5.894,2.065,11375,1,500,1,46
"15693",0.77,0.938,11375,1,500,-1,45
"15694",4.497,0.985,11375,1,500,1,45
"15695",0.149,0.781,11375,1,500,-1,44
"15696",3.564,1.658,11375,1,500,1,44
"15697",-3.14,0.3,11375,1,500,-1,43
"15698",0.302,1.487,11375,1,500,1,43
"15699",-1.01,1.517,11375,1,500,-1,42
"15700",0.233,6.142,11375,1,500,1,42
"15701",-2.19,4.854,11375,1,500,-1,41
"15702",0.173,1.658,11375,1,500,1,41
"15703",-2.929,1.249,11375,1,500,-1,40
"15704",0.572,1.636,11375,1,500,1,40
"15705",-0.539,1.155,11375,1,500,-1,39
"15706",3.423,1.275,11375,1,500,1,39
"15707",-2.108,2.448,11375,1,500,-1,38
"15708",4.928,1.962,11375,1,500,1,38
"15709",-7.223,1.543,11375,1,500,-1,37
"15710",-2.339,1.622,11375,1,500,1,37
"15711",-1.957,0.303,11375,1,500,-1,36
"15712",-0.023,0.908,11375,1,500,1,36
"15713",-0.66,1.534,11375,1,500,-1,35
"15714",5.854,2.184,11375,1,500,1,35
"15715",-6.752,1.065,11375,1,500,-1,34
"15716",-2.182,2.212,11375,1,500,1,34
"15717",-4.013,2.631,11375,1,500,-1,33
"15718",2.598,2.169,11375,1,500,1,33
"15719",-1.036,4.832,11375,1,500,-1,32
"15720",-0.86,0.938,11375,1,500,1,32
"15721",-12.616,1.105,11375,1,500,-1,31
"15722",-4.081,4.965,11375,1,500,1,31
"15723",-2.144,0.915,11375,1,500,-1,30
"15724",0.342,3.779,11375,1,500,1,30
"15725",-3.163,0.081,11375,1,500,-1,29
"15726",-0.2,1.378,11375,1,500,1,29
"15727",-1.027,2.331,11375,1,500,-1,28
"15728",6.178,1.695,11375,1,500,1,28
"15729",-1.381,1.692,11375,1,500,-1,27
"15730",3.013,0.738,11375,1,500,1,27
"15731",-3.665,0.713,11375,1,500,-1,26
"15732",0.071,1.096,11375,1,500,1,26
"15733",-5.232,2.848,11375,1,500,-1,25
"15734",3.556,2.313,11375,1,500,1,25
"15735",-1.66,1.184,11375,1,500,-1,24
"15736",2.264,1.242,11375,1,500,1,24
"15737",-4.804,1.576,11375,1,500,-1,23
"15738",-0.075,2.329,11375,1,500,1,23
"15739",-2.938,2.323,11375,1,500,-1,22
"15740",3.059,2.016,11375,1,500,1,22
"15741",-4.591,1.492,11375,1,500,-1,21
"15742",-0.715,0.581,11375,1,500,1,21
"15743",-4.562,1.659,11375,1,500,-1,20
"15744",1.189,2.814,11375,1,500,1,20
"15745",-2.485,1.509,11375,1,500,-1,19
"15746",1.005,0.957,11375,1,500,1,19
"15747",-0.944,1.041,11375,1,500,-1,18
"15748",1.818,3.762,11375,1,500,1,18
"15749",0.051,0.766,11375,1,500,-1,17
"15750",1.975,3.087,11375,1,500,1,17
"15751",-2.787,2.702,11375,1,500,-1,16
"15752",2.93,2.201,11375,1,500,1,16
"15753",-2.156,4.186,11375,1,500,-1,15
"15754",7.565,2.556,11375,1,500,1,15
"15755",-3.931,1.338,11375,1,500,-1,14
"15756",1.977,2.218,11375,1,500,1,14
"15757",-1.856,2.577,11375,1,500,-1,12
"15758",5.359,1.922,11375,1,500,1,12
"15759",-7.962,0.959,11375,1,500,-1,10
"15760",-0.675,3.227,11375,1,500,1,10
"15761",-0.739,0.891,11375,1,500,-1,9
"15762",0.117,3.681,11375,1,500,1,9
"15763",-9.238,2.479,11375,1,500,-1,8
"15764",-0.309,1.861,11375,1,500,1,8
"15765",-4.445,3.138,11375,1,500,-1,7
"15766",3.5,2.574,11375,1,500,1,7
"15767",0.113,1.074,11375,1,500,-1,6
"15768",1.621,5.545,11375,1,500,1,6
"15769",0.873,0.545,11375,1,500,-1,5
"15770",4.423,1.02,11375,1,500,1,5
"15771",-0.666,1.236,11375,1,500,-1,4
"15772",0,5.555,11375,1,500,1,4
"15773",-3.214,2.168,11375,1,500,-1,3
"15774",2.558,1.859,11375,1,500,1,3
"15775",-3.071,2.26,11375,1,500,-1,2
"15776",3.75,2.349,11375,1,500,1,2
"15777",-4.296,1.011,11375,1,500,-1,1
"15778",0.526,2.166,11375,1,500,1,1
"15779",-1.816,2.203,11377,1,500,-1,30
"15780",4.479,1.716,11377,1,500,1,30
"15781",-5.412,0.766,11377,1,500,-1,29
"15782",0.629,1.937,11377,1,500,1,29
"15783",-1.737,1.71,11377,1,500,-1,28
"15784",2.768,1.648,11377,1,500,1,28
"15785",-3.06,1.045,11377,1,500,-1,27
"15786",1.863,2.036,11377,1,500,1,27
"15787",-2.059,4.567,11377,1,500,-1,26
"15788",-0.552,1.16,11377,1,500,1,26
"15789",-0.938,3.495,11377,1,500,-1,25
"15790",6.199,1.855,11377,1,500,1,25
"15791",0.707,0,11377,1,500,-1,24
"15792",0.707,0.707,11377,1,500,1,24
"15793",-4.242,2.904,11377,1,500,-1,23
"15794",5.567,3.744,11377,1,500,1,23
"15795",-2.56,2.271,11377,1,500,-1,22
"15796",3.954,2.151,11377,1,500,1,22
"15797",0.863,0.955,11377,1,500,-1,21
"15798",1.391,4.303,11377,1,500,1,21
"15799",-1.27,0.404,11377,1,500,-1,20
"15800",-0.021,0.454,11377,1,500,1,20
"15801",0.696,0.896,11377,1,500,-1,19
"15802",1.787,3.18,11377,1,500,1,19
"15803",-6.792,2.477,11377,1,500,-1,18
"15804",0.987,2.653,11377,1,500,1,18
"15805",-0.314,0.75,11377,1,500,-1,17
"15806",0.448,2.682,11377,1,500,1,17
"15807",-2.952,2.708,11377,1,500,-1,16
"15808",5.08,1.99,11377,1,500,1,16
"15809",-6.407,0.814,11377,1,500,-1,15
"15810",-0.499,2.107,11377,1,500,1,15
"15811",-1.889,3.168,11377,1,500,-1,14
"15812",5.292,2.45,11377,1,500,1,14
"15813",-1.492,0.368,11377,1,500,-1,13
"15814",-0.213,0.412,11377,1,500,1,13
"15815",-0.907,0.969,11377,1,500,-1,11
"15816",4.212,2.159,11377,1,500,1,11
"15817",-0.55,0.429,11377,1,500,-1,10
"15818",2.04,1.007,11377,1,500,1,10
"15819",0.923,2.027,11377,1,500,-1,9
"15820",6.015,1.466,11377,1,500,1,9
"15821",2.631,1.38,11377,1,500,-1,8
"15822",6.077,5.988,11377,1,500,1,8
"15823",-1.361,1.818,11377,1,500,-1,7
"15824",4.294,2.028,11377,1,500,1,7
"15825",-0.525,1.365,11377,1,500,-1,6
"15826",5.027,1.027,11377,1,500,1,6
"15827",-4.822,1.509,11377,1,500,-1,5
"15828",0.655,2.405,11377,1,500,1,5
"15829",-1.603,1.648,11377,1,500,-1,4
"15830",3.081,2.074,11377,1,500,1,4
"15831",-1.108,2.884,11377,1,500,-1,3
"15832",5.589,2.063,11377,1,500,1,3
"15833",-4.635,2.787,11377,1,500,-1,2
"15834",4.337,2.407,11377,1,500,1,2
"15835",-1.578,3.741,11377,1,500,-1,1
"15836",-0.355,0.688,11377,1,500,1,1
"15837",-1.899,1.923,11388,1,500,-1,38
"15838",3.38,1.481,11388,1,500,1,38
"15839",-6.82,0.547,11388,1,500,-1,37
"15840",4.091,3.82,11388,1,500,1,37
"15841",-2.868,2.988,11388,1,500,-1,36
"15842",3.827,2.383,11388,1,500,1,36
"15843",-2.003,2.173,11388,1,500,-1,35
"15844",3.827,1.921,11388,1,500,1,35
"15845",-1.076,1.831,11388,1,500,-1,33
"15846",4.905,1.995,11388,1,500,1,33
"15847",0.914,1.239,11388,1,500,-1,32
"15848",4.027,0.773,11388,1,500,1,32
"15849",-1.024,0.715,11388,1,500,-1,31
"15850",1.104,0.993,11388,1,500,1,31
"15851",-10.012,2.992,11388,1,500,-1,30
"15852",0.429,2.602,11388,1,500,1,30
"15853",-2.554,1.42,11388,1,500,-1,29
"15854",1.674,1.94,11388,1,500,1,29
"15855",-3.756,1.754,11388,1,500,-1,28
"15856",0.117,0.971,11388,1,500,1,28
"15857",-1.257,2.553,11388,1,500,-1,27
"15858",4.741,1.364,11388,1,500,1,27
"15859",-3.393,2.027,11388,1,500,-1,26
"15860",2.801,2.44,11388,1,500,1,26
"15861",-2.127,1.207,11388,1,500,-1,25
"15862",1.764,1.258,11388,1,500,1,25
"15863",-1.85,1.843,11388,1,500,-1,24
"15864",3.292,2.029,11388,1,500,1,24
"15865",-2.655,1.405,11388,1,500,-1,23
"15866",3.492,2.26,11388,1,500,1,23
"15867",-3.33,3.084,11388,1,500,-1,22
"15868",4.053,2.668,11388,1,500,1,22
"15869",-7.331,2.41,11388,1,500,-1,21
"15870",-0.049,1.677,11388,1,500,1,21
"15871",-6.616,2.135,11388,1,500,-1,20
"15872",0.848,3.565,11388,1,500,1,20
"15873",0.16,3.647,11388,1,500,-1,19
"15874",9.378,2.598,11388,1,500,1,19
"15875",-1.07,4.254,11388,1,500,-1,18
"15876",7.954,1.847,11388,1,500,1,18
"15877",-2.507,1.469,11388,1,500,-1,17
"15878",-2.464,5.069,11388,1,500,1,17
"15879",-5.432,2.198,11388,1,500,-1,16
"15880",3.365,2.539,11388,1,500,1,16
"15881",-4.031,2.089,11388,1,500,-1,15
"15882",3.031,2.785,11388,1,500,1,15
"15883",0.002,2.044,11388,1,500,-1,14
"15884",4.6,1.222,11388,1,500,1,14
"15885",-3.777,1.632,11388,1,500,-1,13
"15886",0.995,2.022,11388,1,500,1,13
"15887",-3.527,1.469,11388,1,500,-1,12
"15888",1.333,2.027,11388,1,500,1,12
"15889",-3.226,2.974,11388,1,500,-1,11
"15890",5.698,3.586,11388,1,500,1,11
"15891",-4.415,1.823,11388,1,500,-1,10
"15892",0.787,2.263,11388,1,500,1,10
"15893",-0.21,2.195,11388,1,500,-1,9
"15894",6.006,1.262,11388,1,500,1,9
"15895",-2.042,1.561,11388,1,500,-1,8
"15896",2.77,1.676,11388,1,500,1,8
"15897",-1.382,1.965,11388,1,500,-1,7
"15898",5.375,1.34,11388,1,500,1,7
"15899",-2.483,2.212,11388,1,500,-1,6
"15900",2.252,1.684,11388,1,500,1,6
"15901",-6.944,1.879,11388,1,500,-1,5
"15902",0.215,2.505,11388,1,500,1,5
"15903",-2.353,2.503,11388,1,500,-1,4
"15904",3.482,1.49,11388,1,500,1,4
"15905",-4.128,1.797,11388,1,500,-1,3
"15906",0.379,0.758,11388,1,500,1,3
"15907",-1.316,1.654,11388,1,500,-1,2
"15908",4.087,1.566,11388,1,500,1,2
"15909",-2.925,2.555,11388,1,500,-1,1
"15910",3.478,2.305,11388,1,500,1,1
"15911",-2.498,3.067,11389,1,500,-1,67
"15912",7.02,3.115,11389,1,500,1,67
"15913",6.228,4.222,11389,1,500,-1,66
"15914",18.608,2.446,11389,1,500,1,66
"15915",5.244,3.115,11389,1,500,-1,65
"15916",15.979,2.544,11389,1,500,1,65
"15917",-3.88,3.247,11389,1,500,-1,64
"15918",3.76,2.706,11389,1,500,1,64
"15919",-2.57,1.554,11389,1,500,-1,63
"15920",2.81,1.24,11389,1,500,1,63
"15921",-5.621,1.959,11389,1,500,-1,62
"15922",3.062,3.247,11389,1,500,1,62
"15923",-3.212,3.227,11389,1,500,-1,61
"15924",6.999,2.721,11389,1,500,1,61
"15925",-4.683,2.306,11389,1,500,-1,60
"15926",2.381,2.9,11389,1,500,1,60
"15927",-5.116,2.592,11389,1,500,-1,59
"15928",3.366,3.141,11389,1,500,1,59
"15929",-0.679,2.16,11389,1,500,-1,58
"15930",5.219,1.637,11389,1,500,1,58
"15931",-2.598,2.413,11389,1,500,-1,57
"15932",4.733,1.754,11389,1,500,1,57
"15933",0.844,0.211,11389,1,500,-1,56
"15934",1.401,0.769,11389,1,500,1,56
"15935",-1.933,1.258,11389,1,500,-1,55
"15936",1.878,1.049,11389,1,500,1,55
"15937",-7.828,3.079,11389,1,500,-1,53
"15938",2.528,3.829,11389,1,500,1,53
"15939",-1.2,4.114,11389,1,500,-1,52
"15940",0.483,1.048,11389,1,500,1,52
"15941",-0.717,3.447,11389,1,500,-1,51
"15942",7.536,1.895,11389,1,500,1,51
"15943",-4.714,1.006,11389,1,500,-1,50
"15944",-1.572,0.845,11389,1,500,1,50
"15945",-17.716,4.686,11389,1,500,-1,49
"15946",-3.881,3.388,11389,1,500,1,49
"15947",-1.652,1.934,11389,1,500,-1,48
"15948",3.382,0.883,11389,1,500,1,48
"15949",0.347,0.907,11389,1,500,-1,47
"15950",4.11,1.086,11389,1,500,1,47
"15951",-1.228,2.753,11389,1,500,-1,46
"15952",8.338,2.249,11389,1,500,1,46
"15953",0.707,0,11389,1,500,-1,45
"15954",0.707,0.707,11389,1,500,1,45
"15955",-1.369,1.56,11389,1,500,-1,44
"15956",2.98,1.274,11389,1,500,1,44
"15957",-12.066,1.878,11389,1,500,-1,43
"15958",-3.534,2.838,11389,1,500,1,43
"15959",-1.805,1.456,11389,1,500,-1,42
"15960",3.232,1.625,11389,1,500,1,42
"15961",-1.248,1.651,11389,1,500,-1,41
"15962",3.44,0.944,11389,1,500,1,41
"15963",-8.18,2.043,11389,1,500,-1,40
